State,Museum or Federal Agency,MNI,AFO,CA,CUI,Geographic Area,County
CA,Autry Museum of the American West (formerly Southwest Museum of the American Indian),1,2,N/A,1,California,Kern
CA,California Dept. of Parks and Recreation,2,10,N/A,1,California,Kern
CA,California Dept. of Parks and Recreation,2,0,N/A,1,California,Kern
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",1,0,N/A,1,California,Kern
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",4,0,N/A,1,California,Kern
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",2,0,N/A,1,California,Kern
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",54,55,N/A,1,California,Kern
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",2,0,N/A,1,California,Kern
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",17,32,N/A,1,California,Kern
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",1,0,N/A,1,California,Kern
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",12,6,N/A,1,California,Kern
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",13,0,N/A,1,California,Kern
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",26,19,N/A,1,California,Kern
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",1,78,N/A,1,California,Kern
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",1,0,N/A,1,California,Kern
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",1,0,N/A,1,California,Kern
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",1,10,N/A,1,California,Kern
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",1,1,N/A,1,California,Kern
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",1,60,N/A,1,California,Kern
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",269,0,N/A,1,California,Kern
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",1,0,N/A,1,California,Kern
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",13,99,N/A,1,California,Kern
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",1,2,N/A,1,California,Kern
CA,"Cal. State, Bakersfield",1,0,N/A,1,California,Kern
CA,"Cal. State, Bakersfield",1,0,N/A,1,California,Kern
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",2,0,N/A,1,California,Lake
CA,Natural History Museum of Los Angeles County,1,0,N/A,1,California,Lake
CA,California Dept. of Parks and Recreation,1,0,N/A,1,California,Lassen
CA,California Dept. of Parks and Recreation,3,0,N/A,1,California,Lassen
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",1,0,N/A,1,California,Lassen
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",3,0,N/A,1,California,Lassen
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",1,0,N/A,1,California,Lassen
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",1,0,N/A,1,California,Lassen
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",93,940,N/A,1,California,Lassen
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",1,1,N/A,1,California,Lassen
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",1,0,N/A,1,California,Lassen
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",1,1,N/A,1,California,Lassen
NH,"Hood Museum of Art, Dartmouth College",2,1,N/A,1,California,Los Angeles
NY,American Museum of Natural History,3,1,N/A,1,California,Los Angeles
MN,Minnesota Indian Affairs Council,1,0,N/A,1,California,Los Angeles
PA,Carnegie Museum of Natural History,2,0,N/A,1,California,Los Angeles
NM,"Univ. of New Mexico, Maxwell Museum of Anthropology",1,1,N/A,1,California,Los Angeles
CA,"Cal. State, Fullerton, Dept. of Anthropology",2,0,N/A,1,California,Los Angeles
CA,Autry Museum of the American West (formerly Southwest Museum of the American Indian),1,1,N/A,1,California,Los Angeles
CA,Autry Museum of the American West (formerly Southwest Museum of the American Indian),1,0,N/A,1,California,Los Angeles
CA,Autry Museum of the American West (formerly Southwest Museum of the American Indian),1,0,N/A,1,California,Los Angeles
CA,Autry Museum of the American West (formerly Southwest Museum of the American Indian),2,0,N/A,1,California,Los Angeles
CA,Autry Museum of the American West (formerly Southwest Museum of the American Indian),1,0,N/A,1,California,Los Angeles
CA,Autry Museum of the American West (formerly Southwest Museum of the American Indian),1,0,N/A,1,California,Los Angeles
CA,Autry Museum of the American West (formerly Southwest Museum of the American Indian),1,0,N/A,1,California,Los Angeles
CA,Autry Museum of the American West (formerly Southwest Museum of the American Indian),1,0,N/A,1,California,Los Angeles
CA,Autry Museum of the American West (formerly Southwest Museum of the American Indian),1,0,N/A,1,California,Los Angeles
CA,Autry Museum of the American West (formerly Southwest Museum of the American Indian),1,0,N/A,1,California,Los Angeles
CA,Autry Museum of the American West (formerly Southwest Museum of the American Indian),1,0,N/A,1,California,Los Angeles
CA,Autry Museum of the American West (formerly Southwest Museum of the American Indian),1,0,N/A,1,California,Los Angeles
CA,Autry Museum of the American West (formerly Southwest Museum of the American Indian),1,0,N/A,1,California,Los Angeles
CA,Autry Museum of the American West (formerly Southwest Museum of the American Indian),2,1,N/A,1,California,Los Angeles
CA,Autry Museum of the American West (formerly Southwest Museum of the American Indian),1,1,N/A,1,California,Los Angeles
CA,Autry Museum of the American West (formerly Southwest Museum of the American Indian),1,0,N/A,1,California,Los Angeles
CA,Autry Museum of the American West (formerly Southwest Museum of the American Indian),17,0,N/A,1,California,Los Angeles
CA,Autry Museum of the American West (formerly Southwest Museum of the American Indian),2,0,N/A,1,California,Los Angeles
CA,Autry Museum of the American West (formerly Southwest Museum of the American Indian),1,34,N/A,1,California,Los Angeles
CA,Autry Museum of the American West (formerly Southwest Museum of the American Indian),1,0,N/A,1,California,Los Angeles
CA,Autry Museum of the American West (formerly Southwest Museum of the American Indian),1,0,N/A,1,California,Los Angeles
CA,Autry Museum of the American West (formerly Southwest Museum of the American Indian),1,0,N/A,1,California,Los Angeles
CA,Autry Museum of the American West (formerly Southwest Museum of the American Indian),1,0,N/A,1,California,Los Angeles
CA,Autry Museum of the American West (formerly Southwest Museum of the American Indian),1,0,N/A,1,California,Los Angeles
CA,Autry Museum of the American West (formerly Southwest Museum of the American Indian),3,0,N/A,1,California,Los Angeles
CA,Autry Museum of the American West (formerly Southwest Museum of the American Indian),1,0,N/A,1,California,Los Angeles
CA,Autry Museum of the American West (formerly Southwest Museum of the American Indian),1,0,N/A,1,California,Los Angeles
CA,Autry Museum of the American West (formerly Southwest Museum of the American Indian),1,0,N/A,1,California,Los Angeles
CA,Autry Museum of the American West (formerly Southwest Museum of the American Indian),4,0,N/A,1,California,Los Angeles
CA,Autry Museum of the American West (formerly Southwest Museum of the American Indian),2,6,N/A,1,California,Los Angeles
MD,"U.S. Dept. of Defense, Defense Health Agency, National Museum of Health and Medicine",1,0,N/A,1,California,Los Angeles
CA,Bowers Museum of Cultural Art,2,0,N/A,1,California,Los Angeles
CA,"Cal. State, Dominguez Hills, Dept. of Anthropology ",2,0,N/A,1,California,Los Angeles
CA,"Cal. State, Dominguez Hills, Dept. of Anthropology ",1,0,N/A,1,California,Los Angeles
MA,"Harvard University, Peabody Museum of Archaeology and Ethnology",1,0,N/A,1,California,Los Angeles
MA,"Harvard University, Peabody Museum of Archaeology and Ethnology",1,0,N/A,1,California,Los Angeles
MA,"Harvard University, Peabody Museum of Archaeology and Ethnology",2,0,N/A,1,California,Los Angeles
MA,"Harvard University, Peabody Museum of Archaeology and Ethnology",2,0,N/A,1,California,Los Angeles
MA,"Harvard University, Peabody Museum of Archaeology and Ethnology",43,1,N/A,1,California,Los Angeles
MA,"Harvard University, Peabody Museum of Archaeology and Ethnology",22,0,N/A,1,California,Los Angeles
MA,"Harvard University, Peabody Museum of Archaeology and Ethnology",5,0,N/A,1,California,Los Angeles
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",60,0,N/A,1,California,Los Angeles
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",7,53,N/A,1,California,Los Angeles
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",3,1,N/A,1,California,Los Angeles
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",1,0,N/A,1,California,Los Angeles
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",1,0,N/A,1,California,Los Angeles
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",11,0,N/A,1,California,Los Angeles
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",2,0,N/A,1,California,Los Angeles
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",1,0,N/A,1,California,Los Angeles
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",2,0,N/A,1,California,Los Angeles
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",1,0,N/A,1,California,Los Angeles
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",1,0,N/A,1,California,Los Angeles
MI,Univ. of Michigan Museum of Anthropology,1,0,N/A,1,California,Los Angeles
MA,Peabody Essex Museum,1,5,N/A,1,California,Los Angeles
IN,"Earlham College, Joseph Moore Museum of Natural History",1,0,N/A,1,California,Los Angeles
CA,"Cal. State, Northridge, Center for Public Archaeology",2,0,N/A,1,California,Los Angeles
CA,"Cal. State, Northridge, Center for Public Archaeology",2,0,N/A,1,California,Los Angeles
CA,"Cal. State, Northridge, Center for Public Archaeology",5,1,N/A,1,California,Los Angeles
CA,"Cal. State, Northridge, Center for Public Archaeology",10,3,N/A,1,California,Los Angeles
CA,"Cal. State, Northridge, Center for Public Archaeology",1,0,N/A,1,California,Los Angeles
CA,"Cal. State, Northridge, Center for Public Archaeology",1,0,N/A,1,California,Los Angeles
CA,"Cal. State, Northridge, Center for Public Archaeology",1,0,N/A,1,California,Los Angeles
CA,"Cal. State, Northridge, Center for Public Archaeology",1,0,N/A,1,California,Los Angeles
CA,"Cal. State, Northridge, Center for Public Archaeology",1,0,N/A,1,California,Los Angeles
CA,"Cal. State, Northridge, Center for Public Archaeology",1,3503,N/A,1,California,Los Angeles
CA,"Cal. State, Northridge, Center for Public Archaeology",1,0,N/A,1,California,Los Angeles
CA,Natural History Museum of Los Angeles County,18,0,N/A,1,California,Los Angeles
CA,Natural History Museum of Los Angeles County,14,0,N/A,1,California,Los Angeles
CA,Natural History Museum of Los Angeles County,1,0,N/A,1,California,Los Angeles
CA,Natural History Museum of Los Angeles County,1,0,N/A,1,California,Los Angeles
CA,Natural History Museum of Los Angeles County,1,0,N/A,1,California,Los Angeles
CA,Natural History Museum of Los Angeles County,2,0,N/A,1,California,Los Angeles
CA,Natural History Museum of Los Angeles County,1,0,N/A,1,California,Los Angeles
CA,Natural History Museum of Los Angeles County,3,0,N/A,1,California,Los Angeles
CA,Natural History Museum of Los Angeles County,1,0,N/A,1,California,Los Angeles
CA,Natural History Museum of Los Angeles County,4,0,N/A,1,California,Los Angeles
CA,Natural History Museum of Los Angeles County,7,0,N/A,1,California,Los Angeles
CA,Natural History Museum of Los Angeles County,3,0,N/A,1,California,Los Angeles
CA,Natural History Museum of Los Angeles County,1,0,N/A,1,California,Los Angeles
CA,Natural History Museum of Los Angeles County,1,0,N/A,1,California,Los Angeles
CA,Natural History Museum of Los Angeles County,1,0,N/A,1,California,Los Angeles
CA,Natural History Museum of Los Angeles County,2,0,N/A,1,California,Los Angeles
CA,Natural History Museum of Los Angeles County,1,0,N/A,1,California,Los Angeles
CA,Natural History Museum of Los Angeles County,1,0,N/A,1,California,Los Angeles
CA,Natural History Museum of Los Angeles County,1,0,N/A,1,California,Los Angeles
CA,Natural History Museum of Los Angeles County,1,0,N/A,1,California,Los Angeles
CA,Natural History Museum of Los Angeles County,2,0,N/A,1,California,Los Angeles
CA,Natural History Museum of Los Angeles County,1,0,N/A,1,California,Los Angeles
CA,Natural History Museum of Los Angeles County,2,0,N/A,1,California,Los Angeles
CA,Natural History Museum of Los Angeles County,1,0,N/A,1,California,Los Angeles
CA,Natural History Museum of Los Angeles County,1,0,N/A,1,California,Los Angeles
CA,Natural History Museum of Los Angeles County,1,0,N/A,1,California,Los Angeles
CA,Natural History Museum of Los Angeles County,1,0,N/A,1,California,Los Angeles
CA,Natural History Museum of Los Angeles County,1,0,N/A,1,California,Los Angeles
NH,"Hood Museum of Art, Dartmouth College",1,1,N/A,1,California,Los Angeles
CA,"U.S. Dept. of Defense, Army COE, Los Angeles District",1,3,N/A,1,California,Los Angeles
CA,Los Angeles County,103,4,N/A,1,California,Los Angeles
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",1,0,N/A,1,California,Madera
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",1,1,N/A,1,California,Madera
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",1,0,N/A,1,California,Madera
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",1,0,N/A,1,California,Madera
NY,American Museum of Natural History,2,7,N/A,1,California,Marin
NY,American Museum of Natural History,4,0,N/A,1,California,Marin
MA,"Harvard University, Peabody Museum of Archaeology and Ethnology",1,0,N/A,1,California,Marin
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",1,0,N/A,1,California,Marin
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",13,6,N/A,1,California,Marin
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",1,0,N/A,1,California,Marin
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",1,0,N/A,1,California,Marin
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",1,0,N/A,1,California,Marin
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",21,440,N/A,1,California,Marin
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",5,2377,N/A,1,California,Marin
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",1,0,N/A,1,California,Marin
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",61,133,N/A,1,California,Marin
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",5,4,N/A,1,California,Marin
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",42,45,N/A,1,California,Marin
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",5,0,N/A,1,California,Marin
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",3,0,N/A,1,California,Marin
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",2,2,N/A,1,California,Marin
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",3,0,N/A,1,California,Marin
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",1,0,N/A,1,California,Marin
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",6,0,N/A,1,California,Marin
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",118,63,N/A,1,California,Marin
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",12,508,N/A,1,California,Marin
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",17,348,N/A,1,California,Marin
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",36,1333,N/A,1,California,Marin
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",63,3710,N/A,1,California,Marin
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",1,1,N/A,1,California,Marin
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",24,175,N/A,1,California,Marin
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",1,48,N/A,1,California,Marin
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",13,0,N/A,1,California,Marin
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",1,2,N/A,1,California,Marin
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",3,4,N/A,1,California,Marin
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",2,0,N/A,1,California,Marin
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",21,16,N/A,1,California,Marin
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",2,0,N/A,1,California,Marin
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",10,84,N/A,1,California,Marin
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",1,0,N/A,1,California,Marin
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",2,0,N/A,1,California,Marin
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",2,0,N/A,1,California,Marin
