title,type,agency_names,abstract,document_number,html_url,pdf_url,publication_date
"Notice of Inventory Completion: State Historical Society of Wisconsin, Madison, WI",Notice,Interior Department; National Park Service,"The State Historical Society of Wisconsin has completed an inventory of human remains, in consultation with the appropriate Indian tribes or Native Hawaiian organizations, and has determined that there is no cultural affiliation between the human remains and any present- day Indian tribes or Native Hawaiian organizations. Representatives of any Indian tribe or Native Hawaiian organization not identified in this notice that wish to request transfer of control of these human remains should submit a written request to the State Historical Society of Wisconsin. If no additional requestors come forward, transfer of control of the human remains to the Indian tribes or Native Hawaiian organizations stated in this notice may proceed.", 2014-13361,https://www.federalregister.gov/documents/2014/06/09/2014-13361/notice-of-inventory-completion-state-historical-society-of-wisconsin-madison-wi,https://www.govinfo.gov/content/pkg/FR-2014-06-09/pdf/2014-13361.pdf,06/09/2014
"Notice of Inventory Completion: U.S. Department of Defense, Army Corps of Engineers, Walla Walla District, Walla Walla, WA",Notice,Interior Department; National Park Service,"The U.S. Department of Defense, Army Corps of Engineers (Corps), Walla Walla District has completed an inventory of human remains, in consultation with the appropriate Indian tribes or Native Hawaiian organizations, and has determined that there is a cultural affiliation between the human remains and present-day Indian tribes or Native Hawaiian organizations. Lineal descendants or representatives of any Indian tribe or Native Hawaiian organization not identified in this notice that wish to request transfer of control of these human remains should submit a written request to the Corps, Walla Walla District. If no additional requestors come forward, transfer of control of the human remains to the lineal descendants, Indian tribes, or Native Hawaiian organizations stated in this notice may proceed.", 2014-13414,https://www.federalregister.gov/documents/2014/06/09/2014-13414/notice-of-inventory-completion-us-department-of-defense-army-corps-of-engineers-walla-walla-district,https://www.govinfo.gov/content/pkg/FR-2014-06-09/pdf/2014-13414.pdf,06/09/2014
"Notice of Inventory Completion: State Historical Society of Wisconsin, Madison, WI",Notice,Interior Department; National Park Service,"The State Historical Society of Wisconsin has completed an inventory of human remains and associated funerary objects, in consultation with the appropriate Indian tribes or Native Hawaiian organizations, and has determined that there is no cultural affiliation between the human remains and associated funerary objects and any present-day Indian tribes or Native Hawaiian organizations. Representatives of any Indian tribe or Native Hawaiian organization not identified in this notice that wish to request transfer of control of these human remains and associated funerary objects should submit a written request to the State Historical Society of Wisconsin. If no additional requestors come forward, transfer of control of the human remains and associated funerary objects to the Indian tribes or Native Hawaiian organizations stated in this notice may proceed.", 2014-13412,https://www.federalregister.gov/documents/2014/06/09/2014-13412/notice-of-inventory-completion-state-historical-society-of-wisconsin-madison-wi,https://www.govinfo.gov/content/pkg/FR-2014-06-09/pdf/2014-13412.pdf,06/09/2014
"Notice of Inventory Completion: State Historical Society of Wisconsin, Madison, WI",Notice,Interior Department; National Park Service,"The State Historical Society of Wisconsin has completed an inventory of human remains and associated funerary objects, in consultation with the appropriate Indian tribes or Native Hawaiian organizations, and has determined that there is no cultural affiliation between the human remains and associated funerary objects and any present-day Indian tribes or Native Hawaiian organizations. Representatives of any Indian tribe or Native Hawaiian organization not identified in this notice that wish to request transfer of control of these human remains and associated funerary objects should submit a written request to the State Historical Society of Wisconsin. If no additional requestors come forward, transfer of control of the human remains and associated funerary objects to the Indian tribes or Native Hawaiian organizations stated in this notice may proceed.", 2014-13370,https://www.federalregister.gov/documents/2014/06/09/2014-13370/notice-of-inventory-completion-state-historical-society-of-wisconsin-madison-wi,https://www.govinfo.gov/content/pkg/FR-2014-06-09/pdf/2014-13370.pdf,06/09/2014
"Notice of Inventory Completion: State Historical Society of Wisconsin, Madison, WI",Notice,Interior Department; National Park Service,"The State Historical Society of Wisconsin has completed an inventory of human remains, in consultation with the appropriate Indian tribes or Native Hawaiian organizations, and has determined that there is no cultural affiliation between the human remains and any present- day Indian tribes or Native Hawaiian organizations. Representatives of any Indian tribe or Native Hawaiian organization not identified in this notice that wish to request transfer of control of these human remains should submit a written request to the State Historical Society of Wisconsin. If no additional requestors come forward, transfer of control of the human remains to the Indian tribes or Native Hawaiian organizations stated in this notice may proceed.", 2014-13371,https://www.federalregister.gov/documents/2014/06/09/2014-13371/notice-of-inventory-completion-state-historical-society-of-wisconsin-madison-wi,https://www.govinfo.gov/content/pkg/FR-2014-06-09/pdf/2014-13371.pdf,06/09/2014
"Notice of Inventory Completion: State Historical Society of Wisconsin, Madison, WI",Notice,Interior Department; National Park Service,"The State Historical Society of Wisconsin has completed an inventory of human remains, in consultation with the appropriate Indian tribes or Native Hawaiian organizations, and has determined that there is no cultural affiliation between the human remains and any present- day Indian tribes or Native Hawaiian organizations. Representatives of any Indian tribe or Native Hawaiian organization not identified in this notice that wish to request transfer of control of these human remains should submit a written request to the State Historical Society of Wisconsin. If no additional requestors come forward, transfer of control of the human remains to the Indian tribes or Native Hawaiian organizations stated in this notice may proceed.", 2014-13406,https://www.federalregister.gov/documents/2014/06/09/2014-13406/notice-of-inventory-completion-state-historical-society-of-wisconsin-madison-wi,https://www.govinfo.gov/content/pkg/FR-2014-06-09/pdf/2014-13406.pdf,06/09/2014
"Notice of Inventory Completion: State Historical Society of Wisconsin, Madison, WI",Notice,Interior Department; National Park Service,"The State Historical Society of Wisconsin has completed an inventory of human remains, in consultation with the appropriate Indian tribes or Native Hawaiian organizations, and has determined that there is no cultural affiliation between the human remains and any present- day Indian tribes or Native Hawaiian organizations. Representatives of any Indian tribe or Native Hawaiian organization not identified in this notice that wish to request transfer of control of these human remains should submit a written request to the State Historical Society of Wisconsin. If no additional requestors come forward, transfer of control of the human remains to the Indian tribes or Native Hawaiian organizations stated in this notice may proceed.", 2014-13413,https://www.federalregister.gov/documents/2014/06/09/2014-13413/notice-of-inventory-completion-state-historical-society-of-wisconsin-madison-wi,https://www.govinfo.gov/content/pkg/FR-2014-06-09/pdf/2014-13413.pdf,06/09/2014
"Notice of Inventory Completion: U.S. Department of the Interior, Bureau of Land Management, San Luis Field Office, Monte Vista, CO",Notice,Interior Department; National Park Service,"The Bureau of Land Management has completed an inventory of human remains and associated funerary objects, in consultation with the appropriate Indian tribes, and has determined that there is a cultural affiliation between the human remains and associated funerary objects and present-day Indian tribes. Lineal descendants or representatives of any Indian tribe not identified in this notice that wish to request transfer of control of these human remains and associated funerary objects should submit a written request to the Bureau of Land Management. If no additional requestors come forward, transfer of control of the human remains and associated funerary objects to the Indian tribes stated in this notice may proceed.", 2014-11256,https://www.federalregister.gov/documents/2014/05/15/2014-11256/notice-of-inventory-completion-us-department-of-the-interior-bureau-of-land-management-san-luis,https://www.govinfo.gov/content/pkg/FR-2014-05-15/pdf/2014-11256.pdf,05/15/2014
"Notice of Inventory Completion: University of Wisconsin-Madison, Department of Anthropology, Madison, WI",Notice,Interior Department; National Park Service,"The University of Wisconsin-Madison Department of Anthropology has completed an inventory of human remains and associated funerary objects, in consultation with the appropriate Indian tribes or Native Hawaiian organizations, and has determined that there is no cultural affiliation between the human remains and associated funerary objects and any present-day Indian tribes or Native Hawaiian organizations. Representatives of any Indian tribe or Native Hawaiian organization not identified in this notice that wish to request transfer of control of these human remains and associated funerary objects should submit a written request to the University of Wisconsin-Madison Department of Anthropology. If no additional requestors come forward, transfer of control of the human remains and associated funerary objects to the Indian tribes or Native Hawaiian organizations stated in this notice may proceed.", 2014-11283,https://www.federalregister.gov/documents/2014/05/15/2014-11283/notice-of-inventory-completion-university-of-wisconsin-madison-department-of-anthropology-madison-wi,https://www.govinfo.gov/content/pkg/FR-2014-05-15/pdf/2014-11283.pdf,05/15/2014
"Notice of Inventory Completion: Museum of Northern Arizona, Flagstaff, AZ",Notice,Interior Department; National Park Service,"The Museum of Northern Arizona has completed an inventory of human remains and associated funerary objects, in consultation with the appropriate Indian tribes or Native Hawaiian organizations, and has determined that there is a cultural affiliation between the human remains and associated funerary object and present-day Indian tribes or Native Hawaiian organizations. Lineal descendants or representatives of any Indian tribe or Native Hawaiian organization not identified in this notice that wish to request transfer of control of these human remains and associated funerary object should submit a written request to the Museum of Northern Arizona. If no additional requestors come forward, transfer of control of the human remains and funerary object to the lineal descendants, Indian tribes, or Native Hawaiian organizations stated in this notice may proceed.", 2014-11229,https://www.federalregister.gov/documents/2014/05/15/2014-11229/notice-of-inventory-completion-museum-of-northern-arizona-flagstaff-az,https://www.govinfo.gov/content/pkg/FR-2014-05-15/pdf/2014-11229.pdf,05/15/2014
"Notice of Inventory Completion: University of Massachusetts Amherst, Department of Anthropology, Amherst, MA",Notice,Interior Department; National Park Service,"The University of Massachusetts Amherst, Department of Anthropology has completed an inventory of human remains and associated funerary objects, in consultation with the appropriate Indian tribes or Native Hawaiian organizations, and has determined that there is a cultural affiliation between the human remains and associated funerary objects and present-day Indian tribes or Native Hawaiian organizations. Lineal descendants or representatives of any Indian tribe or Native Hawaiian organization not identified in this notice that wish to request transfer of control of these human remains and associated funerary objects should submit a written request to the University of Massachusetts Amherst, Department of Anthropology. If no additional requestors come forward, transfer of control of the human remains and associated funerary objects to the lineal descendants, Indian tribes, or Native Hawaiian organizations stated in this notice may proceed.", 2014-11228,https://www.federalregister.gov/documents/2014/05/15/2014-11228/notice-of-inventory-completion-university-of-massachusetts-amherst-department-of-anthropology,https://www.govinfo.gov/content/pkg/FR-2014-05-15/pdf/2014-11228.pdf,05/15/2014
"Notice of Inventory Completion: University of Wisconsin-Madison, Department of Anthropology, Madison, WI",Notice,Interior Department; National Park Service,"The University of Wisconsin-Madison Department of Anthropology has completed an inventory of human remains, in consultation with the appropriate Indian tribes or Native Hawaiian organizations, and has determined that there is no cultural affiliation between the human remains and any present-day Indian tribes or Native Hawaiian organizations. Representatives of any Indian tribe or Native Hawaiian organization not identified in this notice that wish to request transfer of control of these human remains should submit a written request to the University of Wisconsin-Madison Department of Anthropology. If no additional requestors come forward, transfer of control of the human remains to the Indian tribes or Native Hawaiian organizations stated in this notice may proceed.", 2014-11267,https://www.federalregister.gov/documents/2014/05/15/2014-11267/notice-of-inventory-completion-university-of-wisconsin-madison-department-of-anthropology-madison-wi,https://www.govinfo.gov/content/pkg/FR-2014-05-15/pdf/2014-11267.pdf,05/15/2014
"Notice of Inventory Completion: University of Wisconsin-Madison, Department of Anthropology, Madison, WI",Notice,Interior Department; National Park Service,"The University of Wisconsin-Madison Department of Anthropology has completed an inventory of human remains and associated funerary objects, in consultation with the appropriate Indian tribes or Native Hawaiian organizations, and has determined that there is no cultural affiliation between the human remains and associated funerary objects and any present-day Indian tribes or Native Hawaiian organizations. Representatives of any Indian tribe or Native Hawaiian organization not identified in this notice that wish to request transfer of control of these human remains and associated funerary objects should submit a written request to the University of Wisconsin-Madison Department of Anthropology. If no additional requestors come forward, transfer of control of the human remains and associated funerary objects to the Indian tribes or Native Hawaiian organizations stated in this notice may proceed.", 2014-11259,https://www.federalregister.gov/documents/2014/05/15/2014-11259/notice-of-inventory-completion-university-of-wisconsin-madison-department-of-anthropology-madison-wi,https://www.govinfo.gov/content/pkg/FR-2014-05-15/pdf/2014-11259.pdf,05/15/2014
"Notice of Inventory Completion: University of Wisconsin-Madison, Department of Anthropology, Madison, WI",Notice,Interior Department; National Park Service,"The University of Wisconsin-Madison Department of Anthropology has completed an inventory of human remains and associated funerary objects, in consultation with the appropriate Indian tribes or Native Hawaiian organizations, and has determined that there is no cultural affiliation between the human remains and associated funerary objects and any present-day Indian tribes or Native Hawaiian organizations. Representatives of any Indian tribe or Native Hawaiian organization not identified in this notice that wish to request transfer of control of these human remains and associated funerary objects should submit a written request to the University of Wisconsin-Madison Department of Anthropology. If no additional requestors come forward, transfer of control of the human remains and associated funerary objects to the Indian tribes or Native Hawaiian organizations stated in this notice may proceed.", 2014-11270,https://www.federalregister.gov/documents/2014/05/15/2014-11270/notice-of-inventory-completion-university-of-wisconsin-madison-department-of-anthropology-madison-wi,https://www.govinfo.gov/content/pkg/FR-2014-05-15/pdf/2014-11270.pdf,05/15/2014
"Notice of Inventory Completion: University of Wisconsin-Madison, Department of Anthropology, Madison, WI",Notice,Interior Department; National Park Service,"The University of Wisconsin-Madison Department of Anthropology has completed an inventory of human remains, in consultation with the appropriate Indian tribes or Native Hawaiian organizations, and has determined that there is no cultural affiliation between the human remains and any present-day Indian tribes or Native Hawaiian organizations. Representatives of any Indian tribe or Native Hawaiian organization not identified in this notice that wish to request transfer of control of these human remains should submit a written request to the University of Wisconsin-Madison Department of Anthropology. If no additional requestors come forward, transfer of control of the human remains to the Indian tribes or Native Hawaiian organizations stated in this notice may proceed.", 2014-11282,https://www.federalregister.gov/documents/2014/05/15/2014-11282/notice-of-inventory-completion-university-of-wisconsin-madison-department-of-anthropology-madison-wi,https://www.govinfo.gov/content/pkg/FR-2014-05-15/pdf/2014-11282.pdf,05/15/2014
"Notice of Inventory Completion: University of Wisconsin-Madison, Department of Anthropology, Madison, WI",Notice,Interior Department; National Park Service,"The University of Wisconsin-Madison Department of Anthropology has completed an inventory of human remains and associated funerary objects, in consultation with the appropriate Indian tribes or Native Hawaiian organizations, and has determined that there is no cultural affiliation between the human remains and associated funerary objects and any present-day Indian tribes or Native Hawaiian organizations. Representatives of any Indian tribe or Native Hawaiian organization not identified in this notice that wish to request transfer of control of these human remains and associated funerary objects should submit a written request to the University of Wisconsin-Madison Department of Anthropology. If no additional requestors come forward, transfer of control of the human remains and associated funerary objects to the Indian tribes or Native Hawaiian organizations stated in this notice may proceed.", 2014-11274,https://www.federalregister.gov/documents/2014/05/15/2014-11274/notice-of-inventory-completion-university-of-wisconsin-madison-department-of-anthropology-madison-wi,https://www.govinfo.gov/content/pkg/FR-2014-05-15/pdf/2014-11274.pdf,05/15/2014
"Notice of Inventory Completion: University of Notre Dame, Notre Dame, IN",Notice,Interior Department; National Park Service,"The University of Notre Dame has completed an inventory of human remains, in consultation with the appropriate Indian tribes or Native Hawaiian organizations, and has determined that there is no cultural affiliation between the human remains and any present-day Indian tribes or Native Hawaiian organizations. Representatives of any Indian tribe or Native Hawaiian organization not identified in this notice that wish to request transfer of control of these human remains should submit a written request to the University of Notre Dame. If no additional requestors come forward, transfer of control of the human remains to the Indian tribes or Native Hawaiian organizations stated in this notice may proceed.", 2014-11249,https://www.federalregister.gov/documents/2014/05/15/2014-11249/notice-of-inventory-completion-university-of-notre-dame-notre-dame-in,https://www.govinfo.gov/content/pkg/FR-2014-05-15/pdf/2014-11249.pdf,05/15/2014
"Notice of Inventory Completion: U.S. Department of the Interior, National Park Service, Wupatki National Monument, Flagstaff, AZ",Notice,Interior Department; National Park Service,"The U.S. Department of the Interior, National Park Service, Wupatki National Monument, has completed an inventory of human remains, in consultation with the appropriate Indian tribes or Native Hawaiian organizations, and has determined that there is no cultural affiliation between the remains and any present-day tribes or Native Hawaiian organizations. Representatives of any Indian tribe or Native Hawaiian organization not identified in this notice that wish to request transfer of control of these human remains should submit a written request to Wupatki National Monument. If no additional requestors come forward, transfer of control of the human remains to the Indian tribes or Native Hawaiian organizations stated in this notice may proceed.", 2014-11227,https://www.federalregister.gov/documents/2014/05/15/2014-11227/notice-of-inventory-completion-us-department-of-the-interior-national-park-service-wupatki-national,https://www.govinfo.gov/content/pkg/FR-2014-05-15/pdf/2014-11227.pdf,05/15/2014
"Notice of Inventory Completion: University of Wisconsin-Madison, Department of Anthropology, Madison, WI",Notice,Interior Department; National Park Service,"The University of Wisconsin-Madison Department of Anthropology has completed an inventory of human remains, in consultation with the appropriate Indian tribes or Native Hawaiian organizations, and has determined that there is no cultural affiliation between the human remains and any present-day Indian tribes or Native Hawaiian organizations. Representatives of any Indian tribe or Native Hawaiian organization not identified in this notice that wish to request transfer of control of these human remains should submit a written request to the University of Wisconsin-Madison Department of Anthropology. If no additional requestors come forward, transfer of control of the human remains to the Indian tribes or Native Hawaiian organizations stated in this notice may proceed.", 2014-11280,https://www.federalregister.gov/documents/2014/05/15/2014-11280/notice-of-inventory-completion-university-of-wisconsin-madison-department-of-anthropology-madison-wi,https://www.govinfo.gov/content/pkg/FR-2014-05-15/pdf/2014-11280.pdf,05/15/2014
"Notice of Inventory Completion: University of Wisconsin-Madison, Department of Anthropology, Madison, WI",Notice,Interior Department; National Park Service,"The University of Wisconsin-Madison Department of Anthropology has completed an inventory of human remains and associated funerary objects, in consultation with the appropriate Indian tribes or Native Hawaiian organizations, and has determined that there is no cultural affiliation between the human remains and associated funerary objects and any present-day Indian tribes or Native Hawaiian organizations. Representatives of any Indian tribe or Native Hawaiian organization not identified in this notice that wish to request transfer of control of these human remains and associated funerary objects should submit a written request to the University of Wisconsin-Madison Department of Anthropology. If no additional requestors come forward, transfer of control of the human remains and associated funerary objects to the Indian tribes or Native Hawaiian organizations stated in this notice may proceed.", 2014-11276,https://www.federalregister.gov/documents/2014/05/15/2014-11276/notice-of-inventory-completion-university-of-wisconsin-madison-department-of-anthropology-madison-wi,https://www.govinfo.gov/content/pkg/FR-2014-05-15/pdf/2014-11276.pdf,05/15/2014
"Notice of Inventory Completion: University of Wisconsin-Madison, Department of Anthropology, Madison, WI",Notice,Interior Department; National Park Service,"The University of Wisconsin-Madison Department of Anthropology has completed an inventory of human remains, in consultation with the appropriate Indian tribes or Native Hawaiian organizations, and has determined that there is no cultural affiliation between the human remains and any present-day Indian tribes or Native Hawaiian organizations. Representatives of any Indian tribe or Native Hawaiian organization not identified in this notice that wish to request transfer of control of these human remains should submit a written request to the University of Wisconsin-Madison Department of Anthropology. If no additional requestors come forward, transfer of control of the human remains to the Indian tribes or Native Hawaiian organizations stated in this notice may proceed.", 2014-11236,https://www.federalregister.gov/documents/2014/05/15/2014-11236/notice-of-inventory-completion-university-of-wisconsin-madison-department-of-anthropology-madison-wi,https://www.govinfo.gov/content/pkg/FR-2014-05-15/pdf/2014-11236.pdf,05/15/2014
"Notice of Inventory Completion: The Florida Department of State, Division of Historical Resources, Tallahassee, FL",Notice,Interior Department; National Park Service,"The Florida Department of State, Division of Historical Resources, has completed an inventory of human remains, in consultation with the appropriate Indian tribes or Native Hawaiian organizations, and has determined that there is no cultural affiliation between the human remains and any present-day Indian tribes or Native Hawaiian organizations. Representatives of any Indian tribe or Native Hawaiian organization not identified in this notice that wish to request transfer of control of these human remains should submit a written request to The Florida Department of State, Division of Historical Resources. If no additional requestors come forward, transfer of control of the human remains to the Indian tribes or Native Hawaiian organizations stated in this notice may proceed.", 2014-11252,https://www.federalregister.gov/documents/2014/05/15/2014-11252/notice-of-inventory-completion-the-florida-department-of-state-division-of-historical-resources,https://www.govinfo.gov/content/pkg/FR-2014-05-15/pdf/2014-11252.pdf,05/15/2014
"Notice of Inventory Completion: University of Wisconsin-Madison, Department of Anthropology, Madison, WI",Notice,Interior Department; National Park Service,"The University of Wisconsin-Madison Department of Anthropology has completed an inventory of human remains and associated funerary objects, in consultation with the appropriate Indian tribes or Native Hawaiian organizations, and has determined that there is no cultural affiliation between the human remains and associated funerary objects and any present-day Indian tribes or Native Hawaiian organizations. Representatives of any Indian tribe or Native Hawaiian organization not identified in this notice that wish to request transfer of control of these human remains and associated funerary objects should submit a written request to the University of Wisconsin-Madison Department of Anthropology. If no additional requestors come forward, transfer of control of the human remains and associated funerary objects to the Indian tribes or Native Hawaiian organizations stated in this notice may proceed.", 2014-11234,https://www.federalregister.gov/documents/2014/05/15/2014-11234/notice-of-inventory-completion-university-of-wisconsin-madison-department-of-anthropology-madison-wi,https://www.govinfo.gov/content/pkg/FR-2014-05-15/pdf/2014-11234.pdf,05/15/2014
"Notice of Inventory Completion: Beneski Museum of Natural History, Amherst College, Amherst, MA",Notice,Interior Department; National Park Service,"The Beneski Museum of Natural History, Amherst College (formerly the Pratt Museum of Natural History) has completed an inventory of human remains, in consultation with the appropriate Indian tribes or Native Hawaiian organizations, and has determined that there is a cultural affiliation between the human remains and present-day Indian tribes or Native Hawaiian organizations. Lineal descendants or representatives of any Indian tribe or Native Hawaiian organization not identified in this notice that wish to request transfer of control of these human remains should submit a written request to the Beneski Museum of Natural History, Amherst College. If no additional requestors come forward, transfer of control of the human remains to the lineal descendants, Indian tribes, or Native Hawaiian organizations stated in this notice may proceed.", 2014-11243,https://www.federalregister.gov/documents/2014/05/15/2014-11243/notice-of-inventory-completion-beneski-museum-of-natural-history-amherst-college-amherst-ma,https://www.govinfo.gov/content/pkg/FR-2014-05-15/pdf/2014-11243.pdf,05/15/2014
"Notice of Inventory Completion: University of Wisconsin-Madison, Department of Anthropology, Madison, WI",Notice,Interior Department; National Park Service,"The University of Wisconsin-Madison Department of Anthropology has completed an inventory of human remains and associated funerary objects, in consultation with the appropriate Indian tribes or Native Hawaiian organizations, and has determined that there is no cultural affiliation between the human remains and associated funerary objects and any present-day Indian tribes or Native Hawaiian organizations. Representatives of any Indian tribe or Native Hawaiian organization not identified in this notice that wish to request transfer of control of these human remains and associated funerary objects should submit a written request to the University of Wisconsin-Madison Department of Anthropology. If no additional requestors come forward, transfer of control of the human remains and associated funerary objects to the Indian tribes or Native Hawaiian organizations stated in this notice may proceed.", 2014-11279,https://www.federalregister.gov/documents/2014/05/15/2014-11279/notice-of-inventory-completion-university-of-wisconsin-madison-department-of-anthropology-madison-wi,https://www.govinfo.gov/content/pkg/FR-2014-05-15/pdf/2014-11279.pdf,05/15/2014
"Notice of Inventory Completion: Ohio Historical Society, Columbus, OH",Notice,Interior Department; National Park Service,"The Ohio Historical Society has completed an inventory of human remains and associated funerary objects in consultation with the appropriate Indian tribes or Native Hawaiian organizations, and has determined that there is a cultural affiliation between the human remains and associated funerary objects and present-day Indian tribes or Native Hawaiian organizations. Lineal descendants or representatives of any Indian tribe or Native Hawaiian organization not identified in this notice that wish to request transfer of control of these human remains and associated funerary objects should submit a written request to the Ohio Historical Society. If no additional requestors come forward, transfer of control of the human remains and associated funerary objects to the lineal descendants, Indian tribes, or Native Hawaiian organizations stated in this notice may proceed.", 2014-11241,https://www.federalregister.gov/documents/2014/05/15/2014-11241/notice-of-inventory-completion-ohio-historical-society-columbus-oh,https://www.govinfo.gov/content/pkg/FR-2014-05-15/pdf/2014-11241.pdf,05/15/2014
"Notice of Inventory Completion: Texas A&M University, College Station, TX",Notice,Interior Department; National Park Service,"Texas A&M University has completed an inventory of human remains, in consultation with the appropriate Indian tribes or Native Hawaiian organizations, and has determined that there is a cultural affiliation between the human remains and present-day Indian tribes or Native Hawaiian organizations. Lineal descendants or representatives of any Indian tribe or Native Hawaiian organization not identified in this notice that wish to request transfer of control of these human remains should submit a written request to Texas A&M University. If no additional requestors come forward, transfer of control of the human remains to the lineal descendants, Indian tribes, or Native Hawaiian organizations stated in this notice may proceed.", 2014-08786,https://www.federalregister.gov/documents/2014/04/17/2014-08786/notice-of-inventory-completion-texas-aandm-university-college-station-tx,https://www.govinfo.gov/content/pkg/FR-2014-04-17/pdf/2014-08786.pdf,04/17/2014
"Notice of Inventory Completion: Texas A&M University, College Station, TX",Notice,Interior Department; National Park Service,"Texas A&M University has completed an inventory of human remains, in consultation with the appropriate Indian tribes or Native Hawaiian organizations, and has determined that there is a cultural affiliation between the human remains and present-day Indian tribes or Native Hawaiian organizations. Lineal descendants or representatives of any Indian tribe or Native Hawaiian organization not identified in this notice that wish to request transfer of control of these human remains should submit a written request to Texas A&M University. If no additional requestors come forward, transfer of control of the human remains to the lineal descendants, Indian tribes, or Native Hawaiian organizations stated in this notice may proceed.", 2014-08807,https://www.federalregister.gov/documents/2014/04/17/2014-08807/notice-of-inventory-completion-texas-aandm-university-college-station-tx,https://www.govinfo.gov/content/pkg/FR-2014-04-17/pdf/2014-08807.pdf,04/17/2014
"Notice of Inventory Completion: Texas A&M University, College Station, TX",Notice,Interior Department; National Park Service,"Texas A&M University has completed an inventory of human remains, in consultation with the appropriate Indian tribes or Native Hawaiian organizations, and has determined that there is a cultural affiliation between the human remains and present-day Indian tribes or Native Hawaiian organizations. Lineal descendants or representatives of any Indian tribe or Native Hawaiian organization not identified in this notice that wish to request transfer of control of these human remains should submit a written request to Texas A&M University. If no additional requestors come forward, transfer of control of the human remains to the lineal descendants, Indian tribes, or Native Hawaiian organizations stated in this notice may proceed.", 2014-08804,https://www.federalregister.gov/documents/2014/04/17/2014-08804/notice-of-inventory-completion-texas-aandm-university-college-station-tx,https://www.govinfo.gov/content/pkg/FR-2014-04-17/pdf/2014-08804.pdf,04/17/2014
"Notice of Inventory Completion: Texas A&M University, College Station, TX",Notice,Interior Department; National Park Service,"Texas A&M University has completed an inventory of human remains, in consultation with the appropriate Indian tribes or Native Hawaiian organizations, and has determined that there is a cultural affiliation between the human remains and present-day Indian tribes or Native Hawaiian organizations. Lineal descendants or representatives of any Indian tribe or Native Hawaiian organization not identified in this notice that wish to request transfer of control of these human remains should submit a written request to Texas A&M University. If no additional requestors come forward, transfer of control of the human remains to the lineal descendants, Indian tribes, or Native Hawaiian organizations stated in this notice may proceed.", 2014-08816,https://www.federalregister.gov/documents/2014/04/17/2014-08816/notice-of-inventory-completion-texas-aandm-university-college-station-tx,https://www.govinfo.gov/content/pkg/FR-2014-04-17/pdf/2014-08816.pdf,04/17/2014
"Notice of Inventory Completion: Texas A&M University, College Station, TX",Notice,Interior Department; National Park Service,"Texas A&M University has completed an inventory of human remains, in consultation with the appropriate Indian tribes or Native Hawaiian organizations, and has determined that there is a cultural affiliation between the human remains and present-day Indian tribes or Native Hawaiian organizations. Lineal descendants or representatives of any Indian tribe or Native Hawaiian organization not identified in this notice that wish to request transfer of control of these human remains should submit a written request to Texas A&M University. If no additional requestors come forward, transfer of control of the human remains to the lineal descendants, Indian tribes, or Native Hawaiian organizations stated in this notice may proceed.", 2014-08818,https://www.federalregister.gov/documents/2014/04/17/2014-08818/notice-of-inventory-completion-texas-aandm-university-college-station-tx,https://www.govinfo.gov/content/pkg/FR-2014-04-17/pdf/2014-08818.pdf,04/17/2014
"Notice of Inventory Completion: Texas A&M University, College Station, TX",Notice,Interior Department; National Park Service,"Texas A&M University has completed an inventory of human remains, in consultation with the appropriate Indian tribes or Native Hawaiian organizations, and has determined that there is a cultural affiliation between the human remains and present-day Indian tribes or Native Hawaiian organizations. Lineal descendants or representatives of any Indian tribe or Native Hawaiian organization not identified in this notice that wish to request transfer of control of these human remains should submit a written request to Texas A&M University. If no additional requestors come forward, transfer of control of the human remains to the lineal descendants, Indian tribes, or Native Hawaiian organizations stated in this notice may proceed.", 2014-08780,https://www.federalregister.gov/documents/2014/04/17/2014-08780/notice-of-inventory-completion-texas-aandm-university-college-station-tx,https://www.govinfo.gov/content/pkg/FR-2014-04-17/pdf/2014-08780.pdf,04/17/2014
"Notice of Inventory Completion: Texas A&M University, College Station, TX",Notice,Interior Department; National Park Service,"Texas A&M University has completed an inventory of human remains and associated funerary objects, in consultation with the appropriate Indian tribes or Native Hawaiian organizations, and has determined that there is a cultural affiliation between the human remains and associated funerary objects and present-day Indian tribes or Native Hawaiian organizations. Lineal descendants or representatives of any Indian tribe or Native Hawaiian organization not identified in this notice that wish to request transfer of control of these human remains and associated funerary objects should submit a written request to Texas A&M University. If no additional requestors come forward, transfer of control of the human remains and associated funerary objects to the lineal descendants, Indian tribes, or Native Hawaiian organizations stated in this notice may proceed.", 2014-08815,https://www.federalregister.gov/documents/2014/04/17/2014-08815/notice-of-inventory-completion-texas-aandm-university-college-station-tx,https://www.govinfo.gov/content/pkg/FR-2014-04-17/pdf/2014-08815.pdf,04/17/2014
